timestamp,Ford Stock price
2022-03-27T06:00:00.000Z,22.46882449
2022-03-27T07:00:00.000Z,21.94618288
2022-03-27T08:00:00.000Z,21.32188831
2022-03-27T09:00:00.000Z,19.96887384
2022-03-27T10:00:00.000Z,18.9409031
2022-03-27T11:00:00.000Z,18.18299315
2022-03-27T12:00:00.000Z,17.60711327
2022-03-27T13:00:00.000Z,17.41557125
2022-03-27T14:00:00.000Z,17.81122388
2022-03-27T15:00:00.000Z,18.01183715
2022-03-27T16:00:00.000Z,17.99251107
2022-03-27T17:00:00.000Z,17.91461075
2022-03-27T18:00:00.000Z,17.63542977
2022-03-27T19:00:00.000Z,17.29909594
2022-03-27T20:00:00.000Z,16.89425341
2022-03-25T13:00:00.000Z,17.02159113
2022-03-25T14:00:00.000Z,17.53705472
2022-03-25T15:00:00.000Z,19.62395692
2022-03-25T16:00:00.000Z,21.42848625
2022-03-25T17:00:00.000Z,22.59716229
2022-03-25T18:00:00.000Z,24.4516364
2022-03-25T19:00:00.000Z,26.31417983
2022-03-25T20:00:00.000Z,27.29667258
2022-03-25T21:00:00.000Z,27.85940089
2022-03-25T22:00:00.000Z,26.98771524
2022-03-25T23:00:00.000Z,26.14196529
2022-03-26T00:00:00.000Z,24.29671351
2022-03-26T01:00:00.000Z,21.2627784
2022-03-26T02:00:00.000Z,19.62233665
2022-03-26T03:00:00.000Z,18.97029366
2022-03-26T04:00:00.000Z,18.64173108
2022-03-26T05:00:00.000Z,18.54300284
2022-03-26T06:00:00.000Z,18.25972095
2022-03-26T07:00:00.000Z,17.82518352
2022-03-26T08:00:00.000Z,17.47268774
2022-03-26T09:00:00.000Z,18.65194608
2022-03-26T10:00:00.000Z,19.74917919
2022-03-26T11:00:00.000Z,17.59178818
2022-03-26T12:00:00.000Z,17.52394164
2022-03-26T13:00:00.000Z,17.53072011
2022-03-26T14:00:00.000Z,18.24899645
2022-03-26T15:00:00.000Z,20.27975179
2022-03-26T16:00:00.000Z,21.88870961
2022-03-26T17:00:00.000Z,23.8693783
2022-03-26T18:00:00.000Z,25.64349244
2022-03-26T19:00:00.000Z,27.33387017
2022-03-26T20:00:00.000Z,30.23530763
2022-03-26T21:00:00.000Z,31.67840142
2022-03-26T22:00:00.000Z,32.42433235
2022-03-26T23:00:00.000Z,33.16889807
2022-03-27T00:00:00.000Z,30.87132211
2022-03-27T01:00:00.000Z,26.89440976
2022-03-27T02:00:00.000Z,27.89440976
2022-03-27T03:00:00.000Z,28.89440976
2022-03-27T04:00:00.000Z,29.89440976
2022-03-27T05:00:00.000Z,30.89440976
2022-03-27T06:00:00.000Z,31.89440976
2022-03-27T07:00:00.000Z,32.89440976
2022-03-27T08:00:00.000Z,33.89440976
2022-03-27T09:00:00.000Z,34.89440976
2022-03-27T10:00:00.000Z,21.88870961
2022-03-27T11:00:00.000Z,23.8693783
2022-03-27T12:00:00.000Z,25.64349244
2022-03-27T13:00:00.000Z,21.88870961
2022-03-27T14:00:00.000Z,23.8693783
2022-03-27T15:00:00.000Z,25.64349244
